chr,start,end,arm,gc,map,filtered.bases
chr1,228000001,232000000,1q,0.4526325,0.969312712412172,193
chr1,232000001,236000000,1q,0.41458375,0.97740150289949,23
chr1,236000001,240000000,1q,0.39337,0.97924917630067,6242
chr1,240000001,244000000,1q,0.39850175,0.933658237130229,131
chr1,244000001,248000000,1q,0.42286375,0.968846860750824,880
chr2,4000001,8000000,2p,0.3898135,0.980763669985913,47
chr2,8000001,12000000,2p,0.4546725,0.981188507508784,0
chr2,12000001,16000000,2p,0.389473,0.970854894932053,0
chr2,16000001,20000000,2p,0.398248,0.970829857332992,51
chr2,20000001,24000000,2p,0.4126645,0.976881400100155,123
chr2,24000001,28000000,2p,0.44831225,0.981117005616613,271
chr2,28000001,32000000,2p,0.42955625,0.980113383854317,0
chr2,32000001,36000000,2p,0.38369375,0.969398430920289,488
chr2,36000001,40000000,2p,0.40188975,0.974283649947643,105
chr2,40000001,44000000,2p,0.40342725,0.975264339233591,0
chr2,44000001,48000000,2p,0.43055175,0.983581519100501,0
chr2,48000001,52000000,2p,0.374573,0.976466291084954,707
chr2,52000001,56000000,2p,0.384932,0.977993314531831,83
chr2,56000001,60000000,2p,0.36891875,0.96147497368854,229
chr2,60000001,64000000,2p,0.406748,0.971320231771587,781
chr2,64000001,68000000,2p,0.40559425,0.969319285615066,107
chr2,68000001,72000000,2p,0.4256845,0.974962867366479,182
chr2,72000001,76000000,2p,0.42781375,0.966077389659473,0
chr2,76000001,80000000,2p,0.36149275,0.958409389549399,271
chr2,80000001,84000000,2p,0.36349775,0.979777870723685,348
chr2,84000001,88000000,2p,0.42419025,0.856529170124942,810
chr2,88000001,92000000,2p,0.27950825,0.689606590348204,94795
chr2,96000001,100000000,2q,0.43586225,0.84821282301106,474
chr2,100000001,104000000,2q,0.41768325,0.978172085210194,0
chr2,104000001,108000000,2q,0.40392275,0.960506696076465,144
chr2,108000001,112000000,2q,0.409178,0.827641888841533,521
chr2,112000001,116000000,2q,0.415408,0.856146672948928,2521
chr2,116000001,120000000,2q,0.3903665,0.95944751563798,4675
chr2,120000001,124000000,2q,0.432125,0.980581916445398,360
chr2,124000001,128000000,2q,0.38929675,0.972446164525753,333
chr2,128000001,132000000,2q,0.44810175,0.895270225800585,1752
chr2,132000001,136000000,2q,0.41114825,0.886797638543692,42085
chr2,136000001,140000000,2q,0.386483,0.971443157579954,0
chr2,140000001,144000000,2q,0.35499575,0.980083001134829,0
chr2,144000001,148000000,2q,0.3643875,0.980904856621789,236
chr2,148000001,152000000,2q,0.3749755,0.968932288390221,132
chr2,152000001,156000000,2q,0.3767585,0.967822014626124,48
chr2,156000001,160000000,2q,0.37766325,0.961857318266859,1789
chr2,160000001,164000000,2q,0.37477925,0.970041727019251,238
chr2,164000001,168000000,2q,0.36162125,0.972142560970071,26
chr2,168000001,172000000,2q,0.39249,0.971821613947,175
chr2,172000001,176000000,2q,0.405767,0.97521511497048,0
chr2,176000001,180000000,2q,0.39249925,0.967692182918826,95
chr2,180000001,184000000,2q,0.36827825,0.970263468985662,0
chr2,184000001,188000000,2q,0.354974,0.966197388728068,37
chr2,188000001,192000000,2q,0.367392,0.97583287808341,450
chr2,192000001,196000000,2q,0.35448475,0.965196447209476,124
chr2,196000001,200000000,2q,0.38136225,0.965604184089651,0
chr2,200000001,204000000,2q,0.405549,0.973285451678148,3962
chr2,204000001,208000000,2q,0.399494,0.976429305394138,0
chr2,208000001,212000000,2q,0.3816095,0.964826949497712,194
chr2,212000001,216000000,2q,0.35986625,0.974700754888207,125
chr2,216000001,220000000,2q,0.44042,0.981422336904703,0
chr2,220000001,224000000,2q,0.4131675,0.982264526359279,151
chr2,224000001,228000000,2q,0.3912185,0.980110441937895,83
chr2,228000001,232000000,2q,0.40484025,0.972552630581469,318
chr2,232000001,236000000,2q,0.4501055,0.969682804321559,117
chr2,236000001,240000000,2q,0.461154,0.984910159573409,571
chr3,4000001,8000000,3p,0.39259625,0.966281161959249,58
chr3,8000001,12000000,3p,0.451019,0.973741803849927,105
chr3,12000001,16000000,3p,0.46039975,0.975323275351172,66
chr3,16000001,20000000,3p,0.386277,0.963162475088748,187
chr3,20000001,24000000,3p,0.37770125,0.965162423411356,183
chr3,24000001,28000000,3p,0.38695,0.966074931277214,208
chr3,28000001,32000000,3p,0.38000525,0.978563725207486,0
chr3,32000001,36000000,3p,0.39471575,0.967408340703313,0
chr3,36000001,40000000,3p,0.42004925,0.967345786279758,0
chr3,40000001,44000000,3p,0.42174625,0.96018026620458,32
chr3,44000001,48000000,3p,0.444156,0.979285407531358,85
chr3,48000001,52000000,3p,0.475354,0.967823729338494,750
chr3,52000001,56000000,3p,0.446998,0.975981260264691,0
chr3,56000001,60000000,3p,0.41515475,0.968383998387976,60
chr3,60000001,64000000,3p,0.395228,0.974291809381558,0
chr3,64000001,68000000,3p,0.392134,0.977754003473928,131
chr3,68000001,72000000,3p,0.39473,0.977498760131135,0
chr3,72000001,76000000,3p,0.40778375,0.947197438019781,3007
chr3,76000001,80000000,3p,0.357224,0.975740486313164,40
chr3,80000001,84000000,3p,0.35013325,0.973714109743859,20969
chr3,84000001,88000000,3p,0.35025375,0.973434053508456,104
chr3,96000001,100000000,3q,0.37021625,0.964440345991287,2545
chr3,100000001,104000000,3q,0.36999775,0.965570104211767,0
chr3,104000001,108000000,3q,0.36862775,0.975823197984017,0
chr3,108000001,112000000,3q,0.37710825,0.962626249130869,275
chr3,112000001,116000000,3q,0.38475425,0.973104804602549,0
chr3,116000001,120000000,3q,0.382267,0.973585023108401,167
chr3,120000001,124000000,3q,0.41204525,0.960227461822628,128
chr3,124000001,128000000,3q,0.45602675,0.960244714342244,14329
chr3,128000001,132000000,3q,0.4313185,0.94871035913948,155
chr3,132000001,136000000,3q,0.41821525,0.957623718835498,0
chr3,136000001,140000000,3q,0.413852,0.959253804877102,183
chr3,140000001,144000000,3q,0.402889,0.97409902585602,640
chr3,144000001,148000000,3q,0.356342,0.973867600424342,0
chr3,148000001,152000000,3q,0.38545025,0.975049479264584,120
chr3,152000001,156000000,3q,0.380714,0.963450381640317,0
chr3,156000001,160000000,3q,0.3904735,0.961557676518059,47
chr3,160000001,164000000,3q,0.360846,0.969547918394357,133
chr3,164000001,168000000,3q,0.35345075,0.968465482835386,0
chr3,168000001,172000000,3q,0.38901175,0.973298972643376,0
chr3,172000001,176000000,3q,0.362767,0.975936062160778,251
chr3,176000001,180000000,3q,0.386806,0.971256405256396,332
chr3,180000001,184000000,3q,0.4010565,0.975873413760293,0
chr3,184000001,188000000,3q,0.431357,0.976029332116783,349
chr3,188000001,192000000,3q,0.37600275,0.976300369931174,0
chr3,192000001,196000000,3q,0.43720125,0.955106594159988,48
chr4,4000001,8000000,4p,0.48031975,0.959983059701028,389
chr4,8000001,12000000,4p,0.441832,0.896159123969667,718
chr4,12000001,16000000,4p,0.390602,0.965296569688492,16303
chr4,16000001,20000000,4p,0.38862275,0.971943163747117,355
chr4,20000001,24000000,4p,0.3765745,0.972996473478796,184
chr4,24000001,28000000,4p,0.40664425,0.9785261970348,152
chr4,28000001,32000000,4p,0.3495355,0.987947384283883,0
chr4,32000001,36000000,4p,0.34642675,0.984772633511941,0
chr4,36000001,40000000,4p,0.399006,0.977311917152764,0
chr4,40000001,44000000,4p,0.397293,0.97617344751169,115
chr4,44000001,48000000,4p,0.36126625,0.97186464580401,0
chr4,56000001,60000000,4q,0.3818315,0.960707522058573,226
chr4,60000001,64000000,4q,0.35157875,0.962847440779665,0
chr4,64000001,68000000,4q,0.34667075,0.961216993103552,13298
chr4,68000001,72000000,4q,0.36899075,0.944565669733402,2830
chr4,72000001,76000000,4q,0.37161,0.955585844619716,0
chr4,76000001,80000000,4q,0.399614,0.960487444481946,1456
chr4,80000001,84000000,4q,0.38098875,0.966153295107234,80
chr4,84000001,88000000,4q,0.38304,0.962775970237658,155
chr4,88000001,92000000,4q,0.37804125,0.967732424486032,0
chr4,92000001,96000000,4q,0.358504,0.957605325284534,703
chr4,96000001,100000000,4q,0.367404,0.961020782848642,0
chr4,100000001,104000000,4q,0.374779,0.961504374660269,0
chr4,104000001,108000000,4q,0.36357025,0.951271084425557,836
chr4,108000001,112000000,4q,0.3876285,0.968932103572171,0
chr4,112000001,116000000,4q,0.36871375,0.96693524040204,206
chr4,116000001,120000000,4q,0.35569775,0.939028249613164,89
chr4,120000001,124000000,4q,0.37537275,0.950646556982817,166
chr4,124000001,128000000,4q,0.36115625,0.969515542296391,29
chr4,128000001,132000000,4q,0.371779,0.963719375075282,0
chr4,132000001,136000000,4q,0.348073,0.935029819052842,566
chr4,136000001,140000000,4q,0.35904075,0.976030566594969,92
chr4,140000001,144000000,4q,0.3882055,0.96738331118833,137
chr4,144000001,148000000,4q,0.3833045,0.935582795392385,0
chr4,148000001,152000000,4q,0.378808,0.969553044105206,400
chr4,152000001,156000000,4q,0.40330675,0.979545455597626,229
chr4,156000001,160000000,4q,0.3681805,0.96998842280148,13488
chr4,160000001,164000000,4q,0.356744,0.971131587838594,257
chr4,164000001,168000000,4q,0.36943975,0.951495581855133,939
chr4,168000001,172000000,4q,0.37680675,0.963970938681813,0
chr4,172000001,176000000,4q,0.3673115,0.97897178784031,0
chr4,176000001,180000000,4q,0.362074,0.978375098839494,0
chr4,180000001,184000000,4q,0.377069,0.976953336423457,0
chr4,184000001,188000000,4q,0.42228225,0.972663517618632,27
chr5,4000001,8000000,5p,0.41649,0.975736228314641,0
chr5,8000001,12000000,5p,0.40523225,0.979297516035938,1559
chr5,12000001,16000000,5p,0.3903745,0.979057181431414,326
chr5,16000001,20000000,5p,0.37828325,0.966099029221273,0
chr5,20000001,24000000,5p,0.354119,0.913674337255705,18708
chr5,24000001,28000000,5p,0.34856625,0.976840998979108,0
chr5,28000001,32000000,5p,0.36718175,0.970997396835709,0
chr5,32000001,36000000,5p,0.40234725,0.929745976907063,341
chr5,36000001,40000000,5p,0.39305825,0.969877344151882,0
chr5,40000001,44000000,5p,0.386352,0.952385926199867,89
chr5,52000001,56000000,5q,0.3985705,0.968862748067122,56
chr5,56000001,60000000,5q,0.38413825,0.964224008716996,27
chr5,60000001,64000000,5q,0.38536675,0.956730475995821,291
chr5,64000001,68000000,5q,0.3874725,0.963208205895124,346
chr5,68000001,72000000,5q,0.39916,0.63325381828959,331
chr5,72000001,76000000,5q,0.40214625,0.967570480925055,0
chr5,76000001,80000000,5q,0.407132,0.964005146219651,2347
chr5,80000001,84000000,5q,0.3772805,0.964692390663395,0
chr5,84000001,88000000,5q,0.356638,0.967651579488463,0
chr5,88000001,92000000,5q,0.35881,0.967875890102237,0
chr5,92000001,96000000,5q,0.3755145,0.972703017262271,3463
chr5,96000001,100000000,5q,0.36852775,0.930039233027497,9302
chr5,100000001,104000000,5q,0.35799275,0.960430507227568,143
chr5,104000001,108000000,5q,0.35739725,0.976063759989812,160
chr5,108000001,112000000,5q,0.3788205,0.960889886703755,0
chr5,112000001,116000000,5q,0.3893315,0.970298674693818,0
chr5,116000001,120000000,5q,0.37039175,0.96543911122315,0
chr5,120000001,124000000,5q,0.37418875,0.963838064248427,1907
chr5,124000001,128000000,5q,0.386443,0.968300475833514,0
chr5,128000001,132000000,5q,0.385925,0.958302231228623,0
chr5,132000001,136000000,5q,0.4466155,0.979710148157955,5219
chr5,136000001,140000000,5q,0.4342225,0.970630947083448,0
chr5,140000001,144000000,5q,0.41900625,0.977015936608596,186
chr5,144000001,148000000,5q,0.38567275,0.962804387615654,122
chr5,148000001,152000000,5q,0.44049325,0.976491272844533,65
chr5,152000001,156000000,5q,0.39932125,0.963635808517718,238
chr5,156000001,160000000,5q,0.4174375,0.977883698728219,215
chr5,160000001,164000000,5q,0.37020975,0.964459230566317,683
chr5,164000001,168000000,5q,0.3832255,0.982809225378034,52
chr5,168000001,172000000,5q,0.438641,0.979479920512911,0
chr5,172000001,176000000,5q,0.45132,0.94459098609356,435
chr5,176000001,180000000,5q,0.485594,0.929481486194879,29
chr6,4000001,8000000,6p,0.42894025,0.973364672775446,146
chr6,8000001,12000000,6p,0.3978845,0.976927862428406,0
chr6,12000001,16000000,6p,0.42144475,0.98477895333567,73
chr6,16000001,20000000,6p,0.4046685,0.973431833583117,63
chr6,20000001,24000000,6p,0.39114975,0.97573860012029,464
chr6,24000001,28000000,6p,0.406698,0.938658497421739,214
chr6,28000001,32000000,6p,0.443436,0.963148111557494,831
chr6,32000001,36000000,6p,0.46542675,0.976788568502905,132
chr6,36000001,40000000,6p,0.4401755,0.98490952972439,310
chr6,40000001,44000000,6p,0.46815125,0.985328018384564,73
chr6,44000001,48000000,6p,0.40627325,0.969703266111615,96
chr6,48000001,52000000,6p,0.36660875,0.964421184334086,151
chr6,52000001,56000000,6p,0.383282,0.96917461911291,127
chr6,64000001,68000000,6q,0.3527705,0.961989530877742,86
chr6,68000001,72000000,6q,0.362516,0.963649634412324,90
chr6,72000001,76000000,6q,0.3779105,0.954320199356962,265
chr6,76000001,80000000,6q,0.36856875,0.952189880871437,0
chr6,80000001,84000000,6q,0.37159475,0.952098307386996,62
chr6,84000001,88000000,6q,0.38532825,0.939676462739541,72
chr6,88000001,92000000,6q,0.39925225,0.972711078096596,0
chr6,92000001,96000000,6q,0.33644325,0.970548702821443,0
chr6,96000001,100000000,6q,0.36870575,0.970394206280902,27
chr6,100000001,104000000,6q,0.35539425,0.963066037722687,70
chr6,104000001,108000000,6q,0.39299425,0.970454058029032,148
chr6,108000001,112000000,6q,0.41189475,0.968344053885505,0
chr6,112000001,116000000,6q,0.37434225,0.963784498763648,325
chr6,116000001,120000000,6q,0.381454,0.967373217206793,357
chr6,120000001,124000000,6q,0.361792,0.963869503054964,447
chr6,124000001,128000000,6q,0.371734,0.96734402075797,59
chr6,128000001,132000000,6q,0.373845,0.972284339638768,0
chr6,132000001,136000000,6q,0.386365,0.978545604490807,489
chr6,136000001,140000000,6q,0.400917,0.978727203850307,238
chr6,140000001,144000000,6q,0.368772,0.97414248834048,70
chr6,144000001,148000000,6q,0.379725,0.978898757792091,257
chr6,148000001,152000000,6q,0.4224285,0.979413427174756,128
chr6,152000001,156000000,6q,0.3895245,0.981691231273569,276
chr6,156000001,160000000,6q,0.41593025,0.977696361600604,27
chr6,160000001,164000000,6q,0.411325,0.970157091871686,0
chr6,164000001,168000000,6q,0.4158725,0.967600105393845,0
chr7,4000001,8000000,7p,0.46200375,0.932781599282389,0
chr7,8000001,12000000,7p,0.361623,0.97343373368198,0
chr7,12000001,16000000,7p,0.358428,0.972368057004833,0
chr7,16000001,20000000,7p,0.3681105,0.972537061488524,0
chr7,20000001,24000000,7p,0.39534125,0.968954724272819,0
chr7,24000001,28000000,7p,0.410171,0.972854360782676,124
chr7,28000001,32000000,7p,0.41766375,0.971175462520905,0
chr7,32000001,36000000,7p,0.39975125,0.924471080475185,104
chr7,36000001,40000000,7p,0.405094,0.96921101033012,125
chr7,40000001,44000000,7p,0.40165425,0.979878468459352,175
chr7,44000001,48000000,7p,0.444904,0.956242039985604,177
chr7,48000001,52000000,7p,0.3971455,0.96507427815659,102
chr7,52000001,56000000,7p,0.38876975,0.962777989937443,0
chr7,64000001,68000000,7q,0.43420075,0.890112217696275,51146
chr7,68000001,72000000,7q,0.429787,0.986387393725503,418
chr7,72000001,76000000,7q,0.48112075,0.759456734663618,53
chr7,76000001,80000000,7q,0.384194,0.901469907450733,107
chr7,80000001,84000000,7q,0.354678,0.973659285206192,310
chr7,84000001,88000000,7q,0.3590665,0.965553532364491,0
chr7,88000001,92000000,7q,0.37160475,0.952600870997021,0
chr7,92000001,96000000,7q,0.37638725,0.971864790007243,120
chr7,96000001,100000000,7q,0.43906425,0.945937338582721,348
chr7,100000001,104000000,7q,0.451613,0.903645705456606,112
chr7,104000001,108000000,7q,0.4067745,0.969029981063177,535
chr7,108000001,112000000,7q,0.36866675,0.96365020812656,40
chr7,112000001,116000000,7q,0.36235975,0.96814049551714,0
chr7,116000001,120000000,7q,0.364489,0.974192662451142,0
chr7,120000001,124000000,7q,0.367947,0.971782384973039,0
chr7,124000001,128000000,7q,0.379337,0.971964859887133,0
chr7,128000001,132000000,7q,0.428134,0.96799223155749,129
chr7,132000001,136000000,7q,0.4081695,0.982556107158465,232
chr7,136000001,140000000,7q,0.40720125,0.973479949114797,43
chr7,140000001,144000000,7q,0.4021865,0.914674286306649,6674
chr7,144000001,148000000,7q,0.3720105,0.959268670134471,0
chr7,148000001,152000000,7q,0.45776475,0.934160301600728,0
chr7,152000001,156000000,7q,0.43533975,0.941753045169079,0
chr8,4000001,8000000,8p,0.40715625,0.817644831696173,31
chr8,8000001,12000000,8p,0.44006625,0.949816400818294,0
chr8,12000001,16000000,8p,0.3759635,0.911039372709911,0
chr8,16000001,20000000,8p,0.39293875,0.982788885977527,806
chr8,20000001,24000000,8p,0.453492,0.98587431467514,335
chr8,24000001,28000000,8p,0.415949,0.977383582389779,0
chr8,28000001,32000000,8p,0.40985825,0.978527224507557,37
chr8,32000001,36000000,8p,0.38763225,0.976712537053066,174
chr8,36000001,40000000,8p,0.4122635,0.977292346508234,0
chr8,48000001,52000000,8q,0.39074175,0.960425616845876,862
chr8,52000001,56000000,8q,0.3968625,0.970476366454984,42
chr8,56000001,60000000,8q,0.39583025,0.968124669609508,692
chr8,60000001,64000000,8q,0.383939,0.967483493222507,216
chr8,64000001,68000000,8q,0.38848125,0.969852794976508,0
chr8,68000001,72000000,8q,0.3878745,0.962390314527252,854
chr8,72000001,76000000,8q,0.38863775,0.965431024562882,0
chr8,76000001,80000000,8q,0.35249675,0.970848115931885,147
chr8,80000001,84000000,8q,0.38006675,0.972506492037674,71
chr8,84000001,88000000,8q,0.356289,0.936009196916688,0
chr8,88000001,92000000,8q,0.36412025,0.954894200568734,0
chr8,92000001,96000000,8q,0.38646225,0.967760318864077,0
chr8,96000001,100000000,8q,0.4079845,0.961957558340127,291
chr8,100000001,104000000,8q,0.40876125,0.967893837333109,190
chr8,104000001,108000000,8q,0.37416775,0.974990296597636,41
chr8,108000001,112000000,8q,0.365042,0.971053814560299,71
chr8,112000001,116000000,8q,0.34399225,0.969846652373809,0
chr8,116000001,120000000,8q,0.3832985,0.977785591296748,44
chr8,120000001,124000000,8q,0.39168875,0.967224747755692,0
chr8,124000001,128000000,8q,0.4163195,0.978523102512618,0
chr8,128000001,132000000,8q,0.40919225,0.972180784035539,90
chr8,132000001,136000000,8q,0.42056475,0.973653078406019,747
chr8,136000001,140000000,8q,0.40170025,0.96927564638989,72
chr8,140000001,144000000,8q,0.4909375,0.978743793028763,112
chr9,4000001,8000000,9p,0.4004795,0.964168012234094,427
chr9,8000001,12000000,9p,0.35642875,0.972006561311052,0
chr9,12000001,16000000,9p,0.376545,0.967668936478296,0
chr9,16000001,20000000,9p,0.3975335,0.966717452747042,328
chr9,20000001,24000000,9p,0.375166,0.962507366876965,176
chr9,24000001,28000000,9p,0.3706865,0.968178327176815,113
chr9,28000001,32000000,9p,0.3536685,0.962852382436581,64
chr9,32000001,36000000,9p,0.435881,0.954539861718972,2823
chr9,36000001,40000000,9p,0.4208865,0.775948700344222,0
chr9,40000001,44000000,9p,0.34637825,0.26588379955919,12293
chr9,52000001,56000000,9q,0,0,0
chr9,56000001,60000000,9q,0,0,0
chr9,60000001,64000000,9q,0,0,0
chr9,64000001,68000000,9q,0.20206225,0.294186541765512,120543
chr9,68000001,72000000,9q,0.31821425,0.519928918329142,115412
chr9,72000001,76000000,9q,0.39094325,0.969694888667606,473
chr9,76000001,80000000,9q,0.38564575,0.975777494561408,507
chr9,80000001,84000000,9q,0.3868085,0.963264385248786,0
chr9,84000001,88000000,9q,0.40355525,0.96323091228251,86
chr9,88000001,92000000,9q,0.4219305,0.957184388566439,0
chr9,92000001,96000000,9q,0.412543,0.968031831328962,367
chr9,96000001,100000000,9q,0.4357775,0.94189793630019,0
chr9,100000001,104000000,9q,0.420857,0.971208663103776,0
chr9,104000001,108000000,9q,0.370087,0.968497542245882,395
chr9,108000001,112000000,9q,0.40650475,0.970064299171923,1029
chr9,112000001,116000000,9q,0.41026325,0.968525927422719,186
chr9,116000001,120000000,9q,0.4279885,0.979898046072983,105
chr9,120000001,124000000,9q,0.40069225,0.978663844329872,0
chr9,124000001,128000000,9q,0.44617575,0.978140303256069,76
chr9,128000001,132000000,9q,0.4827885,0.983455145333284,62
chr9,132000001,136000000,9q,0.475502,0.984328335209951,0
chr9,136000001,140000000,9q,0.54103775,0.980231850656428,321
chr10,4000001,8000000,10p,0.42115725,0.967626220425512,437
chr10,8000001,12000000,10p,0.39750475,0.980706764272473,81
chr10,12000001,16000000,10p,0.4340325,0.978305066368587,0
chr10,16000001,20000000,10p,0.386799,0.92808463696778,21094
chr10,20000001,24000000,10p,0.397883,0.967354368610198,0
chr10,24000001,28000000,10p,0.3986505,0.968553848396773,0
chr10,28000001,32000000,10p,0.416139,0.973664020708034,0
chr10,32000001,36000000,10p,0.41037375,0.972803908738613,498
chr10,44000001,48000000,10q,0.40082775,0.753126710657641,0
chr10,48000001,52000000,10q,0.405484,0.713328732369253,383
chr10,52000001,56000000,10q,0.369497,0.955682237125275,129
chr10,56000001,60000000,10q,0.35056675,0.971454405785093,494
chr10,60000001,64000000,10q,0.38374875,0.977282356127049,293
chr10,64000001,68000000,10q,0.37644425,0.974807601617924,0
chr10,68000001,72000000,10q,0.41275175,0.972469276644514,421
chr10,72000001,76000000,10q,0.45874525,0.972553230698762,505
chr10,76000001,80000000,10q,0.4238895,0.977347966947372,120
chr10,80000001,84000000,10q,0.43026675,0.934552261095521,33
chr10,84000001,88000000,10q,0.39684225,0.968236912802427,0
chr10,88000001,92000000,10q,0.402452,0.921378833744504,29
chr10,92000001,96000000,10q,0.40530125,0.969683061781955,0
chr10,96000001,100000000,10q,0.4288275,0.966993294204431,0
chr10,100000001,104000000,10q,0.44022175,0.969037780718834,586
chr10,104000001,108000000,10q,0.42861575,0.976972018981658,85
chr10,108000001,112000000,10q,0.38528725,0.968770625436811,63
chr10,112000001,116000000,10q,0.41760675,0.97970486817078,0
chr10,116000001,120000000,10q,0.4098555,0.979952266608844,89
chr10,120000001,124000000,10q,0.43651675,0.979811325284861,65
chr10,124000001,128000000,10q,0.4476975,0.979140277662191,0
chr10,128000001,132000000,10q,0.42788175,0.984467547113852,154
chr11,4000001,8000000,11p,0.40139275,0.932469014731202,169
chr11,8000001,12000000,11p,0.428783,0.974977235246419,848
chr11,12000001,16000000,11p,0.41516025,0.968262750276125,172
chr11,16000001,20000000,11p,0.42321325,0.972131482145268,119
chr11,20000001,24000000,11p,0.3762475,0.966275269714017,253
chr11,24000001,28000000,11p,0.36633125,0.961970710181705,0
chr11,28000001,32000000,11p,0.372786,0.965498870028557,0
chr11,32000001,36000000,11p,0.4184775,0.975227222136773,0
chr11,36000001,40000000,11p,0.3716625,0.968473541629855,135
chr11,40000001,44000000,11p,0.3788435,0.967036498729091,301
chr11,44000001,48000000,11p,0.4660195,0.983419614497005,0
chr11,56000001,60000000,11q,0.40418125,0.96043486559932,0
chr11,60000001,64000000,11q,0.473482,0.952589342833589,0
chr11,64000001,68000000,11q,0.5094555,0.953512243337828,395
chr11,68000001,72000000,11q,0.48271425,0.952177910286861,0
chr11,72000001,76000000,11q,0.45077925,0.974171652555192,1185
chr11,76000001,80000000,11q,0.427177,0.973048925632873,358
chr11,80000001,84000000,11q,0.3740195,0.974693774684649,83
chr11,84000001,88000000,11q,0.3799555,0.959626437525576,1215
chr11,88000001,92000000,11q,0.36347275,0.887470753968183,0
chr11,92000001,96000000,11q,0.40009975,0.964285900307264,133
chr11,96000001,100000000,11q,0.34353925,0.96792583349344,0
chr11,100000001,104000000,11q,0.380564,0.963393542242607,306
chr11,104000001,108000000,11q,0.37094075,0.979133052450119,0
chr11,108000001,112000000,11q,0.396946,0.969800306679763,841
chr11,112000001,116000000,11q,0.4259945,0.978507894166364,0
chr11,116000001,120000000,11q,0.473638,0.982633189439965,0
chr11,120000001,124000000,11q,0.42545425,0.981344391983973,0
chr11,124000001,128000000,11q,0.424789,0.976118567819359,0
chr11,128000001,132000000,11q,0.4272425,0.97602468196193,221
chr12,4000001,8000000,12p,0.44177775,0.969663237983044,0
chr12,8000001,12000000,12p,0.402863,0.909834957805314,0
chr12,12000001,16000000,12p,0.4044775,0.978908664510989,389
chr12,16000001,20000000,12p,0.36984125,0.970030294062725,372
chr12,20000001,24000000,12p,0.3684945,0.964658745184703,165
